experiment_id,context_setting,sample_id,official_task_name,task_key,prompt_hash,context_length_tokens,method_name,method_family,compression_ratio,retained_budget,selection_rule,full_correct,compressed_correct,full_score,compressed_score,score_drop,extracted_answer_full,extracted_answer_compressed,reference_answer,evidence_presence_label,cue_integrity_label,long_range_retrieval_label,exact_token_fidelity_label,answer_format_alignment_label,evidence_presence_score,cue_integrity_score,long_range_retrieval_score,exact_token_fidelity_score,answer_format_alignment_score,logit_stability_demand_score,attention_accessibility_demand_score,logit_component_delta_NLL_score,logit_component_KL_score,logit_component_TopK_score,model_revision,retention_metric_schema,retention_semantics,failure_signature,ERR_slot_value,ERR_slot_status,ECov_slot_value,ECov_slot_status,delta_NLL_value,delta_NLL_status,delta_NLL_reason,KL_value,KL_status,KL_reason,TopK_value,TopK_status,TopK_reason,EAR_value,EAR_status,EAR_reason
ruler8k_kvdench_qwen3_8b,8k,cwe_000000,cwe,ruler_common_words_extraction,887deedfc8d5242d,8070,StreamingLLMPress,recency_attention_sink_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,representation,representation,"['representation', 'therapeutic', 'attempt', 'academics', 'waterbed', 'father-in-law', 'proof-reader', 'snobbish', 'crib', 'cardboard']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,0.0,available,,0.0,available,,1.0,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000000,cwe,ruler_common_words_extraction,887deedfc8d5242d,8070,StreamingLLMPress,recency_attention_sink_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,representation,representation,"['representation', 'therapeutic', 'attempt', 'academics', 'waterbed', 'father-in-law', 'proof-reader', 'snobbish', 'crib', 'cardboard']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,0.0,available,,0.0,available,,1.0,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000000,cwe,ruler_common_words_extraction,887deedfc8d5242d,8070,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.6,0.4,representation,representation,"['representation', 'therapeutic', 'attempt', 'academics', 'waterbed', 'father-in-law', 'proof-reader', 'snobbish', 'crib', 'cardboard']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5017361111111112,available,0.5833333333333334,available,0.0,available,,0.0,available,,1.0,available,,0.16936456303265654,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000000,cwe,ruler_common_words_extraction,887deedfc8d5242d,8070,TOVAPress,last_query_attention_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,representation,representation,"['representation', 'therapeutic', 'attempt', 'academics', 'waterbed', 'father-in-law', 'proof-reader', 'snobbish', 'crib', 'cardboard']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.7378472222222222,available,0.8083333333333333,available,0.0,available,,0.0,available,,1.0,available,,0.2744863598159489,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000000,cwe,ruler_common_words_extraction,887deedfc8d5242d,8070,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,representation,,"['representation', 'therapeutic', 'attempt', 'academics', 'waterbed', 'father-in-law', 'proof-reader', 'snobbish', 'crib', 'cardboard']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,0.0,available,,0.0,available,,1.0,available,,0.27878830672944693,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,AdaKVPress,adaptive_headwise_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.2789351851851852,available,0.25104166666666666,available,0.29174960555974394,available,,0.28566670417785645,available,,0.85,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,AdaKVPress,adaptive_headwise_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5355902777777778,available,0.5131944444444444,available,0.0015154139837250113,available,,0.0005846983985975385,available,,0.98,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.3,0.7,profess,candelabra,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.3773148148148148,available,0.36944444444444446,available,0.18975114228669554,available,,0.18416869640350342,available,,0.88,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,ChunkKVPress_Knorm,chunk_semantic_preservation,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.333,,1,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5509259259259259,available,0.5555555555555556,available,0.02454950998071581,available,,0.021246109157800674,available,,0.9099999999999999,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,ChunkKVPress_Knorm,chunk_semantic_preservation,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6388888888888888,available,0.6444444444444445,available,0.0044573728227987885,available,,0.0027357779908925295,available,,0.97,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,KeyDiffPress,key_space_signal_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.333,1,1,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6345486111111112,available,0.6440972222222222,available,0.032736135297454894,available,,0.025708165019750595,available,,0.87,available,,0.2909537633478256,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.1,0.9,profess,love,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,2.667,1,3,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,high_coverage_likelihood_drift,1.0,available,1.0,available,7.4858510583871976,available,,7.647686958312988,available,,0.6799999999999999,available,,0.5498171848895934,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,QuantizedCache,hf_kv_cache_quantization,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,0,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,decode_scorer_candidate,1.0,available,1.0,available,0.004287500982172787,available,,0.003752730553969741,available,,0.95,available,,0.8099207030337933,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,SnapKVPress,attention_observation_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.667,2,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.2745949074074074,available,0.24756944444444445,available,0.10902664216700941,available,,0.3135381042957306,available,,0.85,available,,0.06935567714166369,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,SnapKVPress,attention_observation_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,2,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5703125,available,0.5350694444444445,available,-0.0004901241627521813,available,,6.874039536342025e-05,available,,0.96,available,,0.07265140114765198,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,SnapKVPress,attention_observation_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,2,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.8168402777777778,available,0.7927083333333333,available,-0.00030386087018996477,available,,3.2532072509638965e-05,available,,0.99,available,,0.06640538275974187,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,StreamingLLMPress,recency_attention_sink_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,profess,parade,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.667,3,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,0.07292221637908369,available,,0.07786484807729721,available,,0.87,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,StreamingLLMPress,recency_attention_sink_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,-0.0009444357128813863,available,,0.0019335347460582852,available,,0.9299999999999999,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,profess,profess,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,0.667,1,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.4236111111111111,available,0.4361111111111111,available,0.44133318366948515,available,,0.26625627279281616,available,,0.86,available,,0.48244351714434003,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000001,cwe,ruler_common_words_extraction,16a3d351e474e385,8125,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,profess,,"['profess', 'parade', 'shield', 'steep', 'awake', 'stick', 'love', 'candelabra', 'company', 'savage']",3,3,3,3,3,3,3,3,3,3,2.667,1,3,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,11.186500319861807,available,,11.133553504943848,available,,0.55,available,,0.4673134759584221,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.1,0.9,stinger,nasal,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.4285714285714286,available,0.4222222222222222,available,0.1412247782573104,available,,0.12141314893960953,available,,0.85,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,KeyDiffPress,key_space_signal_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,stinger,stinger,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,0.667,1,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.65625,available,0.7326388888888888,available,0.29163870867341757,available,,0.1744520217180252,available,,0.8400000000000001,available,,0.19695128917360485,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,stinger,stinger,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,1.0,0,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,ambiguous,1.0,available,1.0,available,0.04185506235808134,available,,0.03644796460866928,available,,0.8200000000000001,available,,0.794817692328556,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,StreamingLLMPress,recency_attention_sink_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,stinger,stinger,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,-0.00777080818079412,available,,0.011984962970018387,available,,0.88,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.7,0.30000000000000004,stinger,checkout,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,1.333,1,2,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.4503968253968254,available,0.5777777777777777,available,2.043119973503053,available,,1.0754811763763428,available,,0.77,available,,0.15465686257463346,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000002,cwe,ruler_common_words_extraction,e58f3ba1e5c11c6a,7984,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,stinger,,"['stinger', 'checkout', 'nasal', 'whirlwind', 'prostrate', 'cloves', 'bird', 'wholesale', 'wonderful', 'watchmaker']",3,3,3,3,3,3,3,3,3,3,3.0,1,3,3,3,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,14.460316724143922,available,,14.339237213134766,available,,0.52,available,,0.3096896063118837,available,
